map,day,month,year,date,wait_time_s,match_time_s,team_a_rounds,team_b_rounds,ping,kills,assists,deaths,mvps,hs_percent,points,result
Dust II,28.0,3.0,2017.0,28/3/2017,181.0,2828.0,16.0,14.0,94.0,17.0,5.0,24.0,2.0,29.0,44.0,Lost
Dust II,28.0,3.0,2017.0,28/3/2017,106.0,2100.0,6.0,16.0,127.0,7.0,6.0,20.0,1.0,28.0,20.0,Lost
Dust II,27.0,3.0,2017.0,27/3/2017,260.0,1616.0,4.0,16.0,134.0,10.0,2.0,18.0,1.0,30.0,26.0,Lost
Dust II,27.0,3.0,2017.0,27/3/2017,200.0,1810.0,16.0,4.0,116.0,15.0,6.0,20.0,1.0,20.0,37.0,Lost
Dust II,27.0,3.0,2017.0,27/3/2017,44.0,2462.0,16.0,12.0,86.0,16.0,3.0,18.0,2.0,6.0,41.0,Win
Dust II,27.0,3.0,2017.0,27/3/2017,65.0,2204.0,8.0,16.0,84.0,9.0,6.0,15.0,1.0,33.0,31.0,Win
Dust II,26.0,3.0,2017.0,26/3/2017,118.0,2977.0,16.0,14.0,118.0,23.0,7.0,22.0,2.0,43.0,55.0,Lost
Dust II,26.0,3.0,2017.0,26/3/2017,11.0,1887.0,16.0,6.0,116.0,9.0,3.0,21.0,0.0,0.0,24.0,Lost
Mirage,26.0,3.0,2017.0,26/3/2017,10.0,1809.0,6.0,16.0,89.0,13.0,6.0,15.0,1.0,7.0,35.0,Win
Overpass,26.0,3.0,2017.0,26/3/2017,258.0,2592.0,9.0,16.0,135.0,12.0,4.0,21.0,1.0,8.0,30.0,Lost
Dust II,22.0,3.0,2017.0,22/3/2017,236.0,2855.0,15.0,15.0,95.0,14.0,7.0,22.0,3.0,26.0,43.0,Tie
Dust II,22.0,3.0,2017.0,22/3/2017,240.0,2772.0,16.0,12.0,354.0,18.0,2.0,17.0,1.0,15.0,55.0,Lost
Cache,22.0,3.0,2017.0,22/3/2017,22.0,1639.0,5.0,13.0,92.0,8.0,3.0,5.0,2.0,25.0,23.0,Win
Dust II,22.0,3.0,2017.0,22/3/2017,151.0,2362.0,10.0,16.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,Lost
Canals,22.0,3.0,2017.0,22/3/2017,193.0,2189.0,16.0,9.0,126.0,15.0,12.0,18.0,1.0,40.0,50.0,Win
Dust II,22.0,3.0,2017.0,22/3/2017,79.0,1908.0,16.0,6.0,121.0,14.0,2.0,17.0,2.0,28.0,35.0,Lost
Cache,22.0,3.0,2017.0,22/3/2017,199.0,1645.0,5.0,16.0,130.0,11.0,4.0,10.0,2.0,27.0,31.0,Win
Dust II,22.0,3.0,2017.0,22/3/2017,199.0,2552.0,16.0,12.0,136.0,14.0,9.0,20.0,0.0,28.0,43.0,Win
Dust II,21.0,3.0,2017.0,21/3/2017,446.0,3161.0,15.0,15.0,103.0,17.0,6.0,17.0,1.0,35.0,44.0,Tie
Dust II,21.0,3.0,2017.0,21/3/2017,123.0,2234.0,16.0,7.0,104.0,11.0,3.0,20.0,1.0,36.0,33.0,Lost
Dust II,20.0,3.0,2017.0,20/3/2017,31.0,3167.0,15.0,15.0,79.0,11.0,8.0,25.0,2.0,25.0,38.0,Tie
Dust II,20.0,3.0,2017.0,20/3/2017,167.0,2799.0,15.0,15.0,303.0,20.0,8.0,23.0,5.0,42.0,58.0,Tie
Dust II,20.0,3.0,2017.0,20/3/2017,320.0,2125.0,6.0,16.0,312.0,8.0,3.0,19.0,0.0,37.0,19.0,Lost
Dust II,20.0,3.0,2017.0,20/3/2017,204.0,1958.0,6.0,16.0,92.0,15.0,4.0,17.0,3.0,53.0,38.0,Lost
Dust II,20.0,3.0,2017.0,20/3/2017,236.0,937.0,0.0,11.0,290.0,7.0,1.0,9.0,0.0,14.0,15.0,Lost
Mirage,20.0,3.0,2017.0,20/3/2017,205.0,2149.0,6.0,16.0,294.0,7.0,3.0,12.0,1.0,28.0,17.0,Win
Dust II,19.0,3.0,2017.0,19/3/2017,209.0,2341.0,6.0,16.0,136.0,10.0,2.0,19.0,1.0,45.0,31.0,Lost
Dust II,19.0,3.0,2017.0,19/3/2017,281.0,1735.0,4.0,16.0,299.0,8.0,4.0,18.0,1.0,50.0,20.0,Lost
Dust II,19.0,3.0,2017.0,19/3/2017,365.0,2475.0,16.0,9.0,295.0,12.0,6.0,21.0,1.0,41.0,36.0,Win
Dust II,18.0,3.0,2017.0,18/3/2017,205.0,2956.0,13.0,16.0,290.0,15.0,14.0,21.0,2.0,13.0,50.0,Lost
Dust II,18.0,3.0,2017.0,18/3/2017,209.0,1835.0,16.0,7.0,135.0,10.0,0.0,22.0,2.0,10.0,25.0,Lost
Dust II,18.0,3.0,2017.0,18/3/2017,15.0,2102.0,16.0,9.0,86.0,18.0,3.0,21.0,2.0,44.0,50.0,Lost
Dust II,18.0,3.0,2017.0,18/3/2017,109.0,1806.0,16.0,2.0,84.0,26.0,2.0,10.0,6.0,19.0,58.0,Win
Dust II,18.0,3.0,2017.0,18/3/2017,145.0,1965.0,7.0,16.0,302.0,15.0,4.0,16.0,3.0,26.0,40.0,Win
Dust II,18.0,3.0,2017.0,18/3/2017,151.0,2657.0,12.0,16.0,84.0,13.0,5.0,21.0,1.0,38.0,38.0,Lost
Cache,7.0,3.0,2017.0,7/3/2017,34.0,2880.0,16.0,14.0,0.0,12.0,3.0,11.0,3.0,16.0,29.0,Win
Mirage,7.0,3.0,2017.0,7/3/2017,57.0,2091.0,6.0,16.0,125.0,9.0,7.0,20.0,0.0,55.0,27.0,Lost
Mirage,6.0,3.0,2017.0,6/3/2017,361.0,2320.0,16.0,8.0,287.0,20.0,5.0,14.0,3.0,35.0,53.0,Win
Mirage,6.0,3.0,2017.0,6/3/2017,326.0,1705.0,4.0,16.0,81.0,7.0,4.0,18.0,0.0,57.0,18.0,Lost
Cache,3.0,3.0,2017.0,3/3/2017,258.0,2001.0,8.0,16.0,140.0,6.0,12.0,22.0,1.0,50.0,32.0,Lost
Dust II,2.0,3.0,2017.0,2/3/2017,171.0,2573.0,16.0,10.0,94.0,16.0,3.0,24.0,0.0,50.0,37.0,Win
Inferno,2.0,3.0,2017.0,2/3/2017,26.0,1752.0,16.0,4.0,291.0,13.0,4.0,19.0,0.0,30.0,37.0,Lost
Dust II,2.0,3.0,2017.0,2/3/2017,10.0,1385.0,2.0,16.0,92.0,10.0,2.0,9.0,0.0,40.0,25.0,Win
Mirage,2.0,3.0,2017.0,2/3/2017,134.0,2830.0,16.0,14.0,87.0,29.0,5.0,23.0,5.0,31.0,81.0,Lost
Mirage,2.0,3.0,2017.0,2/3/2017,92.0,2714.0,14.0,16.0,384.0,16.0,8.0,19.0,1.0,18.0,51.0,Win
Dust II,28.0,2.0,2017.0,28/2/2017,98.0,1349.0,16.0,2.0,0.0,1.0,2.0,0.0,0.0,100.0,4.0,Win
Dust II,27.0,2.0,2017.0,27/2/2017,10.0,1991.0,9.0,16.0,363.0,11.0,9.0,19.0,1.0,18.0,34.0,Lost
Cobblestone,27.0,2.0,2017.0,27/2/2017,260.0,2842.0,12.0,16.0,211.0,16.0,5.0,21.0,4.0,12.0,48.0,Win
Mirage,26.0,2.0,2017.0,26/2/2017,262.0,2371.0,16.0,8.0,0.0,6.0,0.0,7.0,2.0,16.0,15.0,Win
Dust II,26.0,2.0,2017.0,26/2/2017,33.0,1757.0,16.0,4.0,92.0,11.0,4.0,16.0,0.0,18.0,28.0,Lost
Mirage,31.0,8.0,2016.0,31/8/2016,8.0,2007.0,16.0,7.0,0.0,5.0,0.0,10.0,0.0,40.0,13.0,Lost
Mirage,24.0,8.0,2016.0,24/8/2016,30.0,2470.0,16.0,9.0,129.0,15.0,3.0,20.0,3.0,26.0,36.0,Win
Cache,22.0,8.0,2016.0,22/8/2016,2.0,2263.0,16.0,10.0,97.0,19.0,2.0,18.0,3.0,26.0,48.0,Win
Mirage,18.0,8.0,2016.0,18/8/2016,5.0,1502.0,16.0,2.0,46.0,5.0,4.0,10.0,1.0,40.0,22.0,Win
Mirage,9.0,8.0,2016.0,9/8/2016,4.0,1976.0,16.0,7.0,72.0,17.0,5.0,14.0,2.0,17.0,47.0,Win
Dust II,5.0,8.0,2016.0,5/8/2016,3.0,2218.0,16.0,8.0,48.0,19.0,5.0,17.0,2.0,10.0,47.0,Win
Dust II,4.0,8.0,2016.0,4/8/2016,5.0,2424.0,16.0,13.0,53.0,16.0,4.0,21.0,3.0,31.0,40.0,Lost
Dust II,4.0,8.0,2016.0,4/8/2016,20.0,2409.0,16.0,13.0,48.0,20.0,5.0,23.0,2.0,55.0,54.0,Lost
Inferno,3.0,8.0,2016.0,3/8/2016,38.0,2434.0,16.0,7.0,57.0,13.0,5.0,16.0,3.0,30.0,36.0,Win
Mirage,3.0,8.0,2016.0,3/8/2016,28.0,922.0,1.0,11.0,40.0,7.0,2.0,4.0,1.0,0.0,25.0,Win
Overpass,3.0,8.0,2016.0,3/8/2016,51.0,1534.0,16.0,2.0,39.0,13.0,0.0,16.0,1.0,23.0,28.0,Lost
Cache,2.0,8.0,2016.0,2/8/2016,2.0,2815.0,16.0,13.0,40.0,26.0,7.0,21.0,2.0,15.0,66.0,Win
Cache,2.0,8.0,2016.0,2/8/2016,14.0,1967.0,16.0,8.0,59.0,26.0,5.0,16.0,3.0,3.0,68.0,Lost
Nuke,1.0,8.0,2016.0,1/8/2016,2.0,2562.0,16.0,11.0,0.0,4.0,2.0,4.0,0.0,50.0,10.0,Win
Inferno,1.0,8.0,2016.0,1/8/2016,2.0,2779.0,13.0,16.0,0.0,14.0,6.0,16.0,3.0,31.0,38.0,Lost
Dust II,1.0,8.0,2016.0,1/8/2016,4.0,2335.0,16.0,13.0,43.0,12.0,4.0,21.0,1.0,16.0,29.0,Lost
Mirage,6.0,7.0,2016.0,6/7/2016,5.0,2322.0,16.0,8.0,41.0,16.0,4.0,17.0,3.0,6.0,45.0,Lost
Mirage,2.0,7.0,2016.0,2/7/2016,35.0,1931.0,16.0,6.0,53.0,17.0,3.0,18.0,3.0,11.0,48.0,Lost
Mirage,1.0,7.0,2016.0,1/7/2016,4.0,2748.0,15.0,15.0,48.0,32.0,7.0,25.0,5.0,31.0,82.0,Tie
Mirage,1.0,7.0,2016.0,1/7/2016,9.0,1859.0,4.0,16.0,42.0,24.0,3.0,8.0,4.0,16.0,64.0,Win
Inferno,30.0,6.0,2016.0,30/6/2016,22.0,1564.0,1.0,16.0,60.0,8.0,7.0,8.0,0.0,20.0,28.0,Win
Mirage,28.0,6.0,2016.0,28/6/2016,10.0,1183.0,3.0,11.0,41.0,11.0,2.0,7.0,2.0,18.0,32.0,Win
Mirage,27.0,6.0,2016.0,27/6/2016,98.0,2946.0,14.0,16.0,41.0,18.0,4.0,20.0,2.0,16.0,53.0,Lost
Mirage,27.0,6.0,2016.0,27/6/2016,16.0,1574.0,16.0,3.0,55.0,16.0,7.0,10.0,4.0,25.0,42.0,Win
Mirage,27.0,6.0,2016.0,27/6/2016,18.0,2565.0,11.0,16.0,41.0,19.0,8.0,20.0,2.0,21.0,52.0,Lost
Dust II,26.0,6.0,2016.0,26/6/2016,26.0,1023.0,1.0,10.0,45.0,3.0,1.0,9.0,0.0,66.0,7.0,Lost
Mirage,21.0,6.0,2016.0,21/6/2016,140.0,3049.0,16.0,14.0,55.0,21.0,7.0,25.0,5.0,33.0,68.0,Lost
Dust II,13.0,6.0,2016.0,13/6/2016,9.0,2990.0,12.0,16.0,59.0,18.0,4.0,23.0,4.0,50.0,44.0,Win
Mirage,12.0,6.0,2016.0,12/6/2016,5.0,2481.0,16.0,11.0,42.0,24.0,2.0,16.0,2.0,20.0,63.0,Win
Mirage,12.0,6.0,2016.0,12/6/2016,70.0,2345.0,16.0,11.0,49.0,27.0,6.0,17.0,2.0,29.0,66.0,Win
Dust II,12.0,6.0,2016.0,12/6/2016,9.0,1517.0,2.0,16.0,49.0,10.0,1.0,17.0,0.0,60.0,21.0,Lost
Dust II,12.0,6.0,2016.0,12/6/2016,8.0,1902.0,16.0,7.0,44.0,15.0,3.0,17.0,3.0,33.0,44.0,Lost
Mirage,11.0,6.0,2016.0,11/6/2016,14.0,1800.0,5.0,16.0,47.0,11.0,4.0,19.0,1.0,9.0,26.0,Lost
Inferno,10.0,6.0,2016.0,10/6/2016,16.0,2291.0,9.0,16.0,56.0,21.0,10.0,20.0,3.0,23.0,60.0,Win
Dust II,9.0,6.0,2016.0,9/6/2016,36.0,1971.0,16.0,7.0,41.0,12.0,1.0,22.0,2.0,0.0,25.0,Lost
Dust II,6.0,6.0,2016.0,6/6/2016,8.0,1420.0,10.0,4.0,43.0,15.0,3.0,10.0,3.0,20.0,33.0,Win
Dust II,6.0,6.0,2016.0,6/6/2016,8.0,2346.0,9.0,16.0,46.0,11.0,5.0,23.0,1.0,18.0,29.0,Lost
Mirage,5.0,6.0,2016.0,5/6/2016,15.0,1815.0,16.0,3.0,41.0,13.0,3.0,11.0,1.0,30.0,32.0,Win
Mirage,4.0,6.0,2016.0,4/6/2016,38.0,1463.0,1.0,16.0,58.0,12.0,1.0,9.0,2.0,16.0,30.0,Win
Dust II,4.0,6.0,2016.0,4/6/2016,32.0,2198.0,16.0,9.0,114.0,9.0,2.0,16.0,1.0,22.0,28.0,Win
Inferno,1.0,6.0,2016.0,1/6/2016,47.0,2512.0,16.0,11.0,39.0,10.0,4.0,22.0,0.0,30.0,30.0,Lost
Mirage,31.0,5.0,2016.0,31/5/2016,202.0,3158.0,15.0,15.0,44.0,23.0,4.0,22.0,2.0,26.0,64.0,Tie
Mirage,28.0,2.0,2016.0,28/2/2016,3.0,1828.0,6.0,16.0,36.0,9.0,3.0,18.0,1.0,11.0,23.0,Lost
Cobblestone,28.0,2.0,2016.0,28/2/2016,24.0,2296.0,16.0,7.0,16.0,7.0,5.0,15.0,2.0,25.0,23.0,Win
Mirage,27.0,2.0,2016.0,27/2/2016,23.0,1837.0,16.0,6.0,29.0,11.0,1.0,8.0,0.0,9.0,29.0,Win
Inferno,27.0,2.0,2016.0,27/2/2016,63.0,1803.0,2.0,16.0,34.0,12.0,3.0,17.0,0.0,25.0,29.0,Lost
Mirage,27.0,2.0,2016.0,27/2/2016,14.0,1862.0,16.0,4.0,15.0,11.0,3.0,9.0,1.0,8.0,28.0,Win
Cache,27.0,2.0,2016.0,27/2/2016,4.0,1961.0,16.0,5.0,29.0,10.0,4.0,17.0,0.0,30.0,31.0,Lost
Inferno,26.0,2.0,2016.0,26/2/2016,4.0,2800.0,15.0,15.0,28.0,21.0,3.0,19.0,2.0,23.0,54.0,Tie
Mirage,26.0,2.0,2016.0,26/2/2016,2.0,2526.0,12.0,16.0,17.0,13.0,2.0,19.0,4.0,23.0,42.0,Win
Mirage,26.0,2.0,2016.0,26/2/2016,152.0,2529.0,10.0,16.0,29.0,16.0,2.0,24.0,1.0,25.0,40.0,Lost
Mirage,25.0,2.0,2016.0,25/2/2016,143.0,2459.0,16.0,8.0,36.0,15.0,3.0,16.0,1.0,40.0,40.0,Win
Dust II,24.0,2.0,2016.0,24/2/2016,5.0,3062.0,15.0,15.0,14.0,22.0,4.0,23.0,0.0,13.0,55.0,Tie
Mirage,23.0,2.0,2016.0,23/2/2016,6.0,2580.0,15.0,15.0,13.0,11.0,5.0,21.0,3.0,16.0,36.0,Tie
Inferno,23.0,2.0,2016.0,23/2/2016,47.0,2132.0,5.0,16.0,14.0,12.0,2.0,14.0,2.0,16.0,36.0,Win
Inferno,22.0,2.0,2016.0,22/2/2016,8.0,1899.0,3.0,16.0,0.0,3.0,0.0,2.0,0.0,33.0,11.0,Win
Inferno,22.0,2.0,2016.0,22/2/2016,83.0,3090.0,13.0,16.0,34.0,16.0,5.0,21.0,0.0,50.0,46.0,Lost
Mirage,22.0,2.0,2016.0,22/2/2016,18.0,1867.0,16.0,5.0,20.0,13.0,5.0,10.0,1.0,23.0,35.0,Win
Mirage,21.0,2.0,2016.0,21/2/2016,9.0,2995.0,16.0,11.0,70.0,19.0,4.0,15.0,2.0,21.0,58.0,Win
Mirage,21.0,2.0,2016.0,21/2/2016,11.0,2632.0,16.0,12.0,14.0,21.0,4.0,19.0,3.0,19.0,54.0,Win
Mirage,19.0,2.0,2016.0,19/2/2016,11.0,2840.0,16.0,10.0,26.0,16.0,1.0,18.0,5.0,18.0,47.0,Win
Dust II,19.0,2.0,2016.0,19/2/2016,10.0,2213.0,16.0,9.0,17.0,12.0,4.0,20.0,2.0,8.0,33.0,Lost
Mirage,19.0,2.0,2016.0,19/2/2016,14.0,2219.0,16.0,8.0,16.0,12.0,2.0,20.0,2.0,25.0,35.0,Lost
Dust II,18.0,2.0,2016.0,18/2/2016,188.0,1766.0,5.0,16.0,90.0,10.0,6.0,13.0,4.0,33.0,40.0,Win
Inferno,18.0,2.0,2016.0,18/2/2016,10.0,2318.0,8.0,16.0,32.0,17.0,1.0,20.0,2.0,35.0,37.0,Lost
Mirage,16.0,2.0,2016.0,16/2/2016,4.0,2472.0,11.0,16.0,13.0,17.0,4.0,23.0,1.0,35.0,53.0,Lost
Dust II,15.0,2.0,2016.0,15/2/2016,52.0,2268.0,12.0,16.0,80.0,14.0,6.0,23.0,2.0,21.0,40.0,Lost
Mirage,15.0,2.0,2016.0,15/2/2016,11.0,1889.0,16.0,7.0,27.0,6.0,3.0,18.0,1.0,25.0,24.0,Lost
Mirage,13.0,2.0,2016.0,13/2/2016,9.0,2483.0,16.0,10.0,26.0,13.0,7.0,22.0,3.0,15.0,41.0,Lost
Dust II,13.0,2.0,2016.0,13/2/2016,1.0,2273.0,16.0,9.0,18.0,16.0,5.0,20.0,2.0,37.0,48.0,Lost
Dust II,13.0,2.0,2016.0,13/2/2016,72.0,2090.0,8.0,16.0,15.0,14.0,3.0,17.0,2.0,13.0,33.0,Win
Mirage,13.0,2.0,2016.0,13/2/2016,10.0,2037.0,16.0,8.0,13.0,22.0,6.0,13.0,6.0,36.0,63.0,Win
Dust II,13.0,2.0,2016.0,13/2/2016,29.0,2010.0,16.0,8.0,15.0,16.0,3.0,13.0,2.0,18.0,43.0,Win
Dust II,12.0,2.0,2016.0,12/2/2016,3.0,2388.0,15.0,15.0,14.0,17.0,8.0,20.0,1.0,29.0,51.0,Tie
Mirage,12.0,2.0,2016.0,12/2/2016,20.0,2668.0,15.0,15.0,13.0,13.0,3.0,23.0,1.0,23.0,40.0,Tie
Inferno,8.0,2.0,2016.0,8/2/2016,11.0,1625.0,2.0,16.0,34.0,12.0,0.0,18.0,0.0,33.0,24.0,Lost
Mirage,8.0,2.0,2016.0,8/2/2016,11.0,1761.0,16.0,5.0,45.0,4.0,0.0,18.0,0.0,25.0,10.0,Lost
Mirage,8.0,2.0,2016.0,8/2/2016,10.0,1840.0,16.0,6.0,23.0,14.0,6.0,12.0,0.0,14.0,39.0,Win
Mirage,7.0,2.0,2016.0,7/2/2016,9.0,1514.0,3.0,16.0,0.0,6.0,2.0,17.0,0.0,66.0,14.0,Lost
Dust II,7.0,2.0,2016.0,7/2/2016,2.0,1775.0,3.0,16.0,15.0,9.0,5.0,19.0,0.0,33.0,23.0,Lost
Inferno,4.0,2.0,2016.0,4/2/2016,7.0,1392.0,16.0,0.0,24.0,7.0,4.0,16.0,0.0,14.0,22.0,Lost
Cobblestone,29.0,1.0,2016.0,29/1/2016,10.0,2632.0,12.0,16.0,0.0,12.0,5.0,20.0,2.0,16.0,35.0,Win
Mirage,28.0,1.0,2016.0,28/1/2016,9.0,3079.0,16.0,14.0,15.0,7.0,6.0,22.0,0.0,42.0,26.0,Win
Mirage,28.0,1.0,2016.0,28/1/2016,2.0,2303.0,9.0,16.0,227.0,12.0,3.0,20.0,1.0,41.0,29.0,Lost
Mirage,28.0,1.0,2016.0,28/1/2016,17.0,2363.0,11.0,16.0,14.0,20.0,3.0,19.0,1.0,40.0,48.0,Lost
Mirage,24.0,1.0,2016.0,24/1/2016,2.0,2949.0,12.0,16.0,130.0,12.0,4.0,19.0,2.0,16.0,45.0,Win
Mirage,24.0,1.0,2016.0,24/1/2016,12.0,2450.0,9.0,16.0,45.0,9.0,5.0,20.0,0.0,10.0,29.0,Win
Inferno,24.0,1.0,2016.0,24/1/2016,41.0,2521.0,16.0,9.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,Lost
Dust II,19.0,1.0,2016.0,19/1/2016,3.0,1534.0,2.0,16.0,25.0,8.0,5.0,12.0,2.0,62.0,28.0,Win
Dust II,18.0,1.0,2016.0,18/1/2016,0.0,2007.0,6.0,16.0,14.0,13.0,1.0,15.0,1.0,23.0,33.0,Win
Dust II,18.0,1.0,2016.0,18/1/2016,69.0,1237.0,0.0,16.0,31.0,13.0,10.0,8.0,2.0,23.0,36.0,Win
Inferno,18.0,1.0,2016.0,18/1/2016,25.0,1786.0,16.0,3.0,14.0,11.0,4.0,11.0,1.0,9.0,27.0,Win
Mirage,16.0,1.0,2016.0,16/1/2016,1.0,2266.0,16.0,10.0,19.0,17.0,5.0,16.0,2.0,23.0,47.0,Win
Inferno,14.0,1.0,2016.0,14/1/2016,3.0,2980.0,15.0,15.0,25.0,11.0,8.0,23.0,0.0,27.0,30.0,Tie
Inferno,14.0,1.0,2016.0,14/1/2016,2.0,2360.0,16.0,5.0,0.0,3.0,0.0,6.0,0.0,66.0,7.0,Win
Inferno,9.0,1.0,2016.0,9/1/2016,30.0,2700.0,14.0,16.0,12.0,16.0,2.0,18.0,2.0,17.0,41.0,Lost
Mirage,9.0,1.0,2016.0,9/1/2016,9.0,2728.0,14.0,16.0,15.0,18.0,5.0,21.0,1.0,52.0,44.0,Win
Mirage,9.0,1.0,2016.0,9/1/2016,60.0,2585.0,12.0,16.0,23.0,13.0,3.0,21.0,1.0,23.0,42.0,Win
Inferno,9.0,1.0,2016.0,9/1/2016,27.0,2045.0,5.0,16.0,15.0,13.0,3.0,15.0,3.0,7.0,34.0,Win
Inferno,9.0,1.0,2016.0,9/1/2016,6.0,1907.0,16.0,3.0,11.0,11.0,1.0,13.0,1.0,0.0,25.0,Win
Inferno,9.0,1.0,2016.0,9/1/2016,21.0,1594.0,16.0,1.0,32.0,15.0,5.0,9.0,4.0,13.0,37.0,Win
Inferno,9.0,1.0,2016.0,9/1/2016,17.0,1515.0,16.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,3.0,Lost
Inferno,9.0,1.0,2016.0,9/1/2016,12.0,2436.0,16.0,9.0,15.0,10.0,2.0,17.0,1.0,10.0,24.0,Win
Inferno,8.0,1.0,2016.0,8/1/2016,7.0,2707.0,16.0,12.0,40.0,18.0,5.0,16.0,0.0,5.0,42.0,Win
Dust II,8.0,1.0,2016.0,8/1/2016,8.0,3083.0,13.0,16.0,26.0,17.0,6.0,22.0,2.0,35.0,43.0,Win
Mirage,6.0,1.0,2016.0,6/1/2016,3.0,1484.0,3.0,16.0,30.0,18.0,5.0,9.0,5.0,33.0,45.0,Win
Inferno,6.0,1.0,2016.0,6/1/2016,7.0,2897.0,15.0,15.0,11.0,19.0,2.0,23.0,2.0,31.0,45.0,Tie
Mirage,5.0,1.0,2016.0,5/1/2016,6.0,2249.0,9.0,16.0,23.0,14.0,5.0,20.0,1.0,21.0,41.0,Lost
Inferno,1.0,1.0,2016.0,1/1/2016,7.0,3139.0,16.0,13.0,28.0,17.0,3.0,18.0,5.0,23.0,45.0,Win
Cobblestone,31.0,12.0,2015.0,31/12/2015,3.0,2888.0,16.0,12.0,14.0,8.0,1.0,18.0,0.0,25.0,23.0,Win
Mirage,29.0,12.0,2015.0,29/12/2015,10.0,1951.0,6.0,16.0,10.0,14.0,2.0,13.0,1.0,7.0,41.0,Win
Mirage,28.0,12.0,2015.0,28/12/2015,6.0,1646.0,16.0,3.0,39.0,7.0,5.0,9.0,0.0,25.0,26.0,Win
Mirage,28.0,12.0,2015.0,28/12/2015,32.0,1617.0,16.0,4.0,11.0,5.0,4.0,18.0,0.0,40.0,20.0,Lost
Mirage,28.0,12.0,2015.0,28/12/2015,5.0,2728.0,15.0,15.0,30.0,30.0,5.0,19.0,4.0,20.0,75.0,Tie
Dust II,28.0,12.0,2015.0,28/12/2015,2.0,1762.0,4.0,16.0,16.0,6.0,4.0,18.0,2.0,16.0,22.0,Lost
Inferno,27.0,12.0,2015.0,27/12/2015,1.0,2967.0,15.0,15.0,150.0,9.0,4.0,23.0,2.0,22.0,27.0,Tie
Inferno,24.0,12.0,2015.0,24/12/2015,3.0,1592.0,16.0,3.0,36.0,7.0,8.0,12.0,1.0,28.0,25.0,Win
Mirage,24.0,12.0,2015.0,24/12/2015,10.0,1720.0,16.0,2.0,18.0,6.0,2.0,18.0,0.0,16.0,18.0,Lost
Inferno,24.0,12.0,2015.0,24/12/2015,36.0,2269.0,7.0,16.0,16.0,10.0,2.0,15.0,1.0,30.0,26.0,Win
Inferno,23.0,12.0,2015.0,23/12/2015,7.0,2917.0,16.0,12.0,11.0,15.0,4.0,21.0,1.0,20.0,36.0,Lost
Inferno,23.0,12.0,2015.0,23/12/2015,28.0,2780.0,16.0,12.0,12.0,13.0,6.0,21.0,2.0,15.0,39.0,Win
Mirage,23.0,12.0,2015.0,23/12/2015,4.0,1883.0,7.0,16.0,24.0,17.0,5.0,18.0,2.0,35.0,49.0,Win
Dust II,23.0,12.0,2015.0,23/12/2015,2.0,2286.0,16.0,9.0,16.0,12.0,6.0,19.0,3.0,16.0,39.0,Lost
Inferno,22.0,12.0,2015.0,22/12/2015,2.0,1973.0,16.0,4.0,12.0,10.0,0.0,17.0,0.0,30.0,23.0,Lost
Dust II,22.0,12.0,2015.0,22/12/2015,7.0,1963.0,16.0,6.0,16.0,15.0,3.0,10.0,3.0,26.0,40.0,Win
Mirage,22.0,12.0,2015.0,22/12/2015,3.0,2299.0,9.0,16.0,62.0,8.0,4.0,16.0,0.0,12.0,28.0,Win
Dust II,21.0,12.0,2015.0,21/12/2015,6.0,1880.0,16.0,4.0,19.0,10.0,4.0,11.0,3.0,50.0,28.0,Win
Mirage,21.0,12.0,2015.0,21/12/2015,10.0,1961.0,16.0,5.0,22.0,9.0,3.0,17.0,2.0,22.0,25.0,Lost
Dust II,21.0,12.0,2015.0,21/12/2015,3.0,2259.0,16.0,8.0,15.0,22.0,5.0,13.0,2.0,22.0,52.0,Win
Inferno,20.0,12.0,2015.0,20/12/2015,2.0,3060.0,15.0,15.0,16.0,14.0,6.0,25.0,0.0,21.0,37.0,Tie
Mirage,20.0,12.0,2015.0,20/12/2015,10.0,1529.0,2.0,16.0,0.0,1.0,2.0,10.0,0.0,0.0,4.0,Lost
Inferno,20.0,12.0,2015.0,20/12/2015,28.0,2163.0,16.0,10.0,16.0,11.0,9.0,18.0,2.0,36.0,35.0,Win
Mirage,19.0,12.0,2015.0,19/12/2015,1.0,2294.0,7.0,16.0,27.0,20.0,2.0,19.0,1.0,10.0,50.0,Lost
Dust II,19.0,12.0,2015.0,19/12/2015,3.0,2293.0,8.0,16.0,13.0,19.0,4.0,14.0,7.0,31.0,51.0,Win
Cache,19.0,12.0,2015.0,19/12/2015,4.0,1585.0,16.0,3.0,13.0,15.0,5.0,6.0,2.0,26.0,38.0,Win
Cobblestone,19.0,12.0,2015.0,19/12/2015,59.0,2231.0,11.0,16.0,29.0,21.0,3.0,22.0,3.0,33.0,54.0,Lost
Dust II,19.0,12.0,2015.0,19/12/2015,10.0,1796.0,3.0,16.0,14.0,22.0,2.0,10.0,2.0,9.0,51.0,Win
Inferno,18.0,12.0,2015.0,18/12/2015,1.0,1953.0,16.0,6.0,23.0,10.0,4.0,13.0,1.0,30.0,27.0,Win
Inferno,18.0,12.0,2015.0,18/12/2015,31.0,2437.0,16.0,11.0,24.0,17.0,5.0,23.0,2.0,17.0,45.0,Lost
